,DateHome,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin
960,2012-04-23,Washington Wizards,Charlotte Bobcats,190.5,9,-650,475,174,28
961,2012-04-23,New Jersey Nets,Philadelphia 76ers,187.5,9,400,-500,192,-18
962,2012-04-23,Memphis Grizzlies,Cleveland Cavaliers,191,13,-1308,933,210,8
963,2012-04-23,Milwaukee Bucks,Toronto Raptors,200,10,-550,425,178,6
964,2012-04-23,San Antonio Spurs,Portland Trail Blazers,208,13.5,-2700,1800,213,35
965,2012-04-24,Atlanta Hawks,Los Angeles Clippers,192.5,1,-130,110,211,7
966,2012-04-24,Oklahoma City Thunder,Sacramento Kings,210,8.5,-650,475,228,8
967,2012-04-24,Boston Celtics,Miami Heat,182,6,-290,245,144,12
968,2012-04-24,Utah Jazz,Phoenix Suns,160,5,-210,175,188,12
969,2012-04-24,Golden State Warriors,New Orleans Pelicans,192,1.5,120,-140,164,-2
970,2012-04-25,Indiana Pacers,Chicago Bulls,189,2.5,125,-145,179,-5
971,2012-04-25,Cleveland Cavaliers,Washington Wizards,196,2,125,-145,181,-11
972,2012-04-25,Orlando Magic,Charlotte Bobcats,186,13.5,-2000,1200,197,7
973,2012-04-25,Oklahoma City Thunder,Denver Nuggets,212,2.5,110,-130,207,-5
974,2012-04-25,New York Knicks,Los Angeles Clippers,193,2.5,-220,180,192,6
975,2012-04-25,Milwaukee Bucks,Philadelphia 76ers,197,6.5,-360,300,175,-5
976,2012-04-25,Phoenix Suns,San Antonio Spurs,203,4,-150,130,216,-4
977,2012-04-26,Atlanta Hawks,Dallas Mavericks,194.5,4.5,-230,190,195,17
978,2012-04-26,Chicago Bulls,Cleveland Cavaliers,186.5,12.5,-3700,1750,182,32
979,2012-04-26,Houston Rockets,New Orleans Pelicans,186.5,6,-230,190,161,7
980,2012-04-26,Detroit Pistons,Philadelphia 76ers,183.5,7.5,-450,350,194,22
981,2012-04-26,Memphis Grizzlies,Orlando Magic,186,14,-4000,1900,164,12
982,2012-04-26,Charlotte Bobcats,New York Knicks,189,4,180,-220,188,-20
983,2012-04-26,Washington Wizards,Miami Heat,186,5.5,-320,260,174,34
984,2012-04-26,Boston Celtics,Milwaukee Bucks,192,9,-500,400,161,13
985,2012-04-26,Toronto Raptors,New Jersey Nets,185,6,-320,260,165,31
986,2012-04-26,Minnesota Timberwolves,Denver Nuggets,209,6.5,300,-360,233,-29
987,2012-04-26,Utah Jazz,Portland Trail Blazers,197,6,-330,270,190,2
988,2012-04-26,Sacramento Kings,Los Angeles Lakers,203,3.5,-290,245,209,17
989,2012-04-26,Golden State Warriors,San Antonio Spurs,207,5,210,-250,208,-6
990,2012-04-28,Chicago Bulls,Philadelphia 76ers,175.5,9.5,-600,450,194,12
991,2012-04-28,Miami Heat,New York Knicks,187,8,-600,450,167,33
992,2012-04-28,Indiana Pacers,Orlando Magic,191,8,-650,475,158,-4
993,2012-04-28,Oklahoma City Thunder,Dallas Mavericks,194,7.5,-430,335,197,1
994,2012-04-29,San Antonio Spurs,Utah Jazz,207,9,-950,675,197,15
995,2012-04-29,Los Angeles Lakers,Denver Nuggets,202.5,8,-220,180,191,15
996,2012-04-29,Atlanta Hawks,Boston Celtics,180,1,-110,100,157,9
997,2012-04-29,Memphis Grizzlies,Los Angeles Clippers,185,4,-200,170,197,-1
998,2012-04-30,Miami Heat,New York Knicks,185,9.5,-700,500,198,10
999,2012-04-30,Indiana Pacers,Orlando Magic,187.5,8.5,-600,450,171,15
1000,2012-04-30,Oklahoma City Thunder,Dallas Mavericks,196,6.5,-280,240,201,3
1001,2012-05-01,Atlanta Hawks,Boston Celtics,174,3.5,-210,175,167,-7
1002,2012-05-01,Chicago Bulls,Philadelphia 76ers,176,5.5,-290,245,201,-17
1003,2012-05-01,Los Angeles Lakers,Denver Nuggets,199.5,5,-270,230,204,4
1004,2012-05-02,San Antonio Spurs,Utah Jazz,204.5,11,-1010,770,197,31
1005,2012-05-02,Orlando Magic,Indiana Pacers,183,3.5,140,-160,171,-23
1006,2012-05-02,Memphis Grizzlies,Los Angeles Clippers,186.5,5,-300,250,203,7
1007,2012-05-03,New York Knicks,Miami Heat,186.5,5,210,-250,157,-17
1008,2012-05-03,Dallas Mavericks,Oklahoma City Thunder,196,2,-160,140,174,-16
1009,2012-05-04,Boston Celtics,Atlanta Hawks,174.5,7.5,-450,350,174,6
1010,2012-05-04,Philadelphia 76ers,Chicago Bulls,178.5,1.5,-125,105,153,5
1011,2012-05-04,Denver Nuggets,Los Angeles Lakers,204,4,-165,145,183,15
1012,2012-05-05,Orlando Magic,Indiana Pacers,181.5,4.5,175,-210,200,-2
1013,2012-05-05,Los Angeles Clippers,Memphis Grizzlies,187,3,-155,135,173,1
1014,2012-05-05,Dallas Mavericks,Oklahoma City Thunder,192.5,1,110,-130,200,-6
1015,2012-05-05,Utah Jazz,San Antonio Spurs,202,5.5,210,-250,192,-12
1016,2012-05-06,Philadelphia 76ers,Chicago Bulls,174,2.5,-165,145,171,7
1017,2012-05-06,New York Knicks,Miami Heat,183,8,310,-380,176,2
1018,2012-05-06,Boston Celtics,Atlanta Hawks,172,5,-280,240,180,22
1019,2012-05-06,Denver Nuggets,Los Angeles Lakers,201,2,-130,110,180,-4
1020,2012-05-07,Utah Jazz,San Antonio Spurs,198.5,8,305,-370,168,-6
1021,2012-05-07,Los Angeles Clippers,Memphis Grizzlies,182.5,2,-125,105,198,4
1022,2012-05-08,Indiana Pacers,Orlando Magic,179,10,-750,550,192,18
1023,2012-05-08,Atlanta Hawks,Boston Celtics,174,1.5,-130,110,173,1
1024,2012-05-08,Chicago Bulls,Philadelphia 76ers,171.5,4.5,-210,175,146,8
1025,2012-05-08,Los Angeles Lakers,Denver Nuggets,199.5,6,-320,260,201,-3
1026,2012-05-09,Miami Heat,New York Knicks,183.5,11,-1650,1125,200,12
1027,2012-05-09,Memphis Grizzlies,Los Angeles Clippers,183.5,6,-300,250,172,12
1028,2012-05-10,Philadelphia 76ers,Chicago Bulls,170,3.5,-165,145,157,1
1029,2012-05-10,Boston Celtics,Atlanta Hawks,175,6,-370,305,163,3
1030,2012-05-10,Denver Nuggets,Los Angeles Lakers,199,1.5,-150,130,209,17
1031,2012-05-11,Los Angeles Clippers,Memphis Grizzlies,180.5,0,120,-140,178,-2
1032,2012-05-12,Los Angeles Lakers,Denver Nuggets,170.5,6,-270,230,183,9
1033,2012-05-12,Boston Celtics,Philadelphia 76ers,198.5,6,-290,245,183,1
1034,2012-05-13,Memphis Grizzlies,Los Angeles Clippers,189.5,8.5,-500,400,154,-10
1035,2012-05-13,Miami Heat,Indiana Pacers,178.5,7,-400,320,181,9
1036,2012-05-14,Oklahoma City Thunder,Los Angeles Lakers,193,6,-390,315,209,29
1037,2012-05-14,Boston Celtics,Philadelphia 76ers,174,5,-210,175,163,-1
1038,2012-05-15,San Antonio Spurs,Los Angeles Clippers,191.5,11,-900,704,200,16
1039,2012-05-15,Miami Heat,Indiana Pacers,185.5,7.5,-320,260,153,-3
1040,2012-05-16,Philadelphia 76ers,Boston Celtics,172.5,2.5,-130,110,198,-16
1041,2012-05-16,Oklahoma City Thunder,Los Angeles Lakers,195.5,7.5,-420,330,152,2
1042,2012-05-17,Indiana Pacers,Miami Heat,182,1,120,-140,169,19
1043,2012-05-17,San Antonio Spurs,Los Angeles Clippers,194,11.5,-800,600,193,17
1044,2012-05-18,Philadelphia 76ers,Boston Celtics,172.5,2,-130,110,175,9
1045,2012-05-18,Los Angeles Lakers,Oklahoma City Thunder,194,2.5,-150,130,195,3
1046,2012-05-19,Los Angeles Clippers,San Antonio Spurs,193,5,180,-220,182,-10
1047,2012-05-19,Los Angeles Lakers,Oklahoma City Thunder,191,2.5,115,-135,203,-3
1048,2012-05-20,Indiana Pacers,Miami Heat,179,1,110,-130,194,-8
1049,2012-05-20,Los Angeles Clippers,San Antonio Spurs,194,5,290,-350,201,-3
1050,2012-05-21,Boston Celtics,Philadelphia 76ers,174,5.5,-250,210,186,16
1051,2012-05-21,Oklahoma City Thunder,Los Angeles Lakers,191.5,7.5,-350,290,196,16
1052,2012-05-22,Miami Heat,Indiana Pacers,180.5,6.5,-370,290,198,32
1053,2012-05-23,Philadelphia 76ers,Boston Celtics,174,1.5,-120,100,157,7
1054,2012-05-24,Indiana Pacers,Miami Heat,182,3,120,-140,198,-12
1055,2012-05-26,Boston Celtics,Philadelphia 76ers,171.5,5.5,-310,260,160,10
1056,2012-05-27,San Antonio Spurs,Oklahoma City Thunder,201,5,-240,200,199,3
1057,2012-05-28,Miami Heat,Boston Celtics,177.5,7.5,-480,380,172,14
1058,2012-05-29,San Antonio Spurs,Oklahoma City Thunder,202,4.5,-200,170,231,9
1059,2012-05-30,Miami Heat,Boston Celtics,177.5,7.5,-410,325,226,4
1060,2012-05-31,Oklahoma City Thunder,San Antonio Spurs,206.5,3,-190,165,184,20
1061,2012-06-01,Boston Celtics,Miami Heat,179,1.5,-140,120,192,10
1062,2012-06-02,Oklahoma City Thunder,San Antonio Spurs,202.5,4,-180,160,212,6
1063,2012-06-03,Boston Celtics,Miami Heat,182,1.5,110,-130,184,2
1064,2012-06-04,San Antonio Spurs,Oklahoma City Thunder,203.5,4.5,-210,175,211,-5
1065,2012-06-05,Miami Heat,Boston Celtics,180,8,-420,330,184,-4
1066,2012-06-06,Oklahoma City Thunder,San Antonio Spurs,201.5,3.5,-220,180,206,8
1067,2012-06-07,Boston Celtics,Miami Heat,179.5,1.5,110,-130,177,-19
1068,2012-06-09,Miami Heat,Boston Celtics,180,7.5,-440,340,189,13
1069,2012-06-12,Oklahoma City Thunder,Miami Heat,192,4.5,-230,190,199,11
1070,2012-06-14,Oklahoma City Thunder,Miami Heat,195,4.5,-220,180,196,-4
1071,2012-06-17,Miami Heat,Oklahoma City Thunder,195,5,-190,165,176,6
1072,2012-06-19,Miami Heat,Oklahoma City Thunder,192,3.5,-140,120,202,6
1073,2012-06-21,Miami Heat,Oklahoma City Thunder,193,3.5,-160,140,227,15
